architecture_layers,condition,seed,measured_layer,scope,component,head,ood_accuracy_mean,identity_error,transport_error,holonomy_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,activation_variance,edge_improvement_over_identity,supported
2,low_diversity,0,2,cls,value,all,0.6395,1.437019663999732,0.8662768727777878,0.7549515779042427,1.7455424097003778,1.0315727012519773,0.026117135347290474,0.7288344448262994,0.3122347464875808,0.178196907894867,0.9603292672013887,0.10741300813176415,0.3971711769297338,True
2,low_diversity,0,2,token_mean,value,all,0.6395,0.1756787385625695,0.05235161919722233,0.02864016942760821,1.2750201206246414,0.028892797988281316,0.001309618439832279,0.027330551381138237,0.24710529830402936,0.027096699583822412,0.08025528209705585,0.013432957528328354,0.7020036708734856,True
2,low_diversity,1,1,cls,query,all,0.6355,0.0,0.0,0.0,1.9323140454755794,1.1199473560804547,0.0,0.0,0.0,0.0,0.0,2.2847438902916618e-11,nan,False
2,low_diversity,1,1,token_mean,query,all,0.6355,0.1954474664097243,0.04305411002189168,0.017782297623484326,1.2657575208311314,0.0181701421968411,0.0007635529354130002,0.01701874436217953,0.18784103391093057,0.024258295598891342,0.07486916602598592,0.010930514386431738,0.7797151796706556,True
2,low_diversity,1,1,cls,key,all,0.6355,0.0,0.0,0.0,1.920710493609247,1.1825738239367363,0.0,0.0,0.0,0.0,0.0,5.217123962955342e-12,nan,False
2,low_diversity,1,1,token_mean,key,all,0.6355,0.17684919671145477,0.045562281667089415,0.01908862956487042,1.2630359462343956,0.019368774194939323,0.0008630519230130383,0.018225578464228998,0.18832264795446108,0.026242509846598188,0.07621723832349257,0.011437325103377754,0.7423664765555688,True
2,low_diversity,1,1,cls,value,all,0.6355,0.0,0.0,0.0,1.9238508516118273,1.2847256221522942,0.0,0.0,0.0,0.0,0.0,6.553287546332391e-12,nan,False
2,low_diversity,1,1,token_mean,value,all,0.6355,0.16608747502926222,0.04246164347123986,0.017987982648455306,1.2622446634016184,0.018157476530008407,0.0008136480418298478,0.01717433553527702,0.18454989944222555,0.02364474632919475,0.07229806738837735,0.011872509452091022,0.7443416882353187,True
2,low_diversity,1,2,cls,query,all,0.6355,1.0897266713009324,0.7590211863763995,0.44613579755369964,1.6864830070852277,0.5214832535201191,0.03068604777482423,0.4154497513716871,0.22923062717273587,0.24646923127237,1.0129124981215674,0.07999442179094661,0.3034756270852136,True
2,low_diversity,1,2,token_mean,query,all,0.6355,0.19908652338078833,0.062300254009787844,0.0384509618799347,1.2729164564093265,0.03915089176573122,0.0016662300622556359,0.03678473178297281,0.2649047444111047,0.03443286054175847,0.09804229685970221,0.010834505993195555,0.6870694562754127,True
2,low_diversity,1,2,cls,key,all,0.6355,1.0419445195328658,0.740418560773496,0.45050129634049046,1.693869492706832,0.5342795322654962,0.026659912726079874,0.4238413924520666,0.23429035789303007,0.25002751194956657,0.9805789865859854,0.06932117485187271,0.2893877294873174,True
2,low_diversity,1,2,token_mean,key,all,0.6355,0.19067685133898882,0.05921534756307874,0.03440825017390851,1.2750167437377042,0.03492660703964634,0.001543286380844868,0.032864964228462086,0.25285813959375597,0.031617005984091735,0.09414649535411534,0.01232721224765886,0.6894465838550868,True
