architecture_layers,condition,seed,train_size,split,depth,root_operator,count,accuracy,balanced_accuracy
4,higher_diversity,2,12000,ood,5,ITE3,79,0.5063291139240507,0.46632653061224494
4,higher_diversity,2,12000,ood,5,MAJ3,62,0.5806451612903226,0.5708108108108108
4,higher_diversity,2,12000,ood,5,NOT,63,0.6190476190476191,0.6199596774193548
4,higher_diversity,2,12000,ood,5,OR,71,0.676056338028169,0.5450404858299595
4,higher_diversity,2,12000,ood,5,OR3,60,0.8666666666666667,0.7644230769230769
4,higher_diversity,2,12000,ood,5,OR4,76,0.9342105263157895,0.5
4,higher_diversity,2,12000,ood,5,XOR,76,0.5526315789473685,0.5680555555555555
4,higher_diversity,2,12000,ood,5,XOR3,62,0.41935483870967744,0.41798941798941797
4,higher_diversity,2,12000,ood,5,XOR4,82,0.4024390243902439,0.39326177698270726
6,low_diversity,0,512,id,3,AND,78,0.7307692307692307,0.6111111111111112
6,low_diversity,0,512,id,3,AND3,74,0.8378378378378378,0.5988095238095238
6,low_diversity,0,512,id,3,AND4,69,0.8695652173913043,0.6136363636363636
6,low_diversity,0,512,id,3,ATLEAST2_4,81,0.5679012345679012,0.5361842105263158
6,low_diversity,0,512,id,3,EXACT1_3,69,0.4492753623188406,0.4040909090909091
6,low_diversity,0,512,id,3,ITE3,82,0.6585365853658537,0.6601190476190476
6,low_diversity,0,512,id,3,MAJ3,74,0.6081081081081081,0.6174242424242424
6,low_diversity,0,512,id,3,NOT,52,0.5961538461538461,0.5961538461538461
6,low_diversity,0,512,id,3,OR,61,0.6885245901639344,0.6018292682926829
6,low_diversity,0,512,id,3,OR3,66,0.803030303030303,0.5584795321637427
6,low_diversity,0,512,id,3,OR4,76,0.9078947368421053,0.7214285714285714
6,low_diversity,0,512,id,3,XOR,72,0.625,0.6277089783281734
6,low_diversity,0,512,id,3,XOR3,69,0.463768115942029,0.4711206896551724
6,low_diversity,0,512,id,3,XOR4,77,0.4805194805194805,0.48110661268556004
6,low_diversity,0,512,ood,5,AND,84,0.75,0.597647897362794
6,low_diversity,0,512,ood,5,AND3,88,0.7954545454545454,0.49295774647887325
6,low_diversity,0,512,ood,5,AND4,72,0.8611111111111112,0.5406593406593406
6,low_diversity,0,512,ood,5,ATLEAST2_4,63,0.5873015873015873,0.5670731707317074
6,low_diversity,0,512,ood,5,EXACT1_3,62,0.46774193548387094,0.4722222222222222
6,low_diversity,0,512,ood,5,ITE3,79,0.6582278481012658,0.6534013605442177
6,low_diversity,0,512,ood,5,MAJ3,62,0.6290322580645161,0.5983783783783784
6,low_diversity,0,512,ood,5,NOT,63,0.4603174603174603,0.453125
6,low_diversity,0,512,ood,5,OR,71,0.6619718309859155,0.5688259109311741
6,low_diversity,0,512,ood,5,OR3,60,0.7333333333333333,0.5288461538461539
6,low_diversity,0,512,ood,5,OR4,76,0.881578947368421,0.47183098591549294
6,low_diversity,0,512,ood,5,XOR,76,0.5131578947368421,0.5013888888888889
6,low_diversity,0,512,ood,5,XOR3,62,0.5645161290322581,0.5338624338624338
6,low_diversity,0,512,ood,5,XOR4,82,0.32926829268292684,0.3342277877161598
6,low_diversity,1,512,id,3,AND,78,0.6794871794871795,0.5972222222222222
6,low_diversity,1,512,id,3,AND3,74,0.7972972972972973,0.49166666666666664
6,low_diversity,1,512,id,3,AND4,69,0.927536231884058,0.48484848484848486
6,low_diversity,1,512,id,3,ATLEAST2_4,81,0.6419753086419753,0.5526315789473684
6,low_diversity,1,512,id,3,EXACT1_3,69,0.5217391304347826,0.47818181818181815
6,low_diversity,1,512,id,3,ITE3,82,0.6341463414634146,0.6351190476190476
6,low_diversity,1,512,id,3,MAJ3,74,0.6756756756756757,0.6636363636363636
6,low_diversity,1,512,id,3,NOT,52,0.6923076923076923,0.6923076923076923
6,low_diversity,1,512,id,3,OR,61,0.8032786885245902,0.776829268292683
6,low_diversity,1,512,id,3,OR3,66,0.8636363636363636,0.6403508771929824
6,low_diversity,1,512,id,3,OR4,76,0.868421052631579,0.6238095238095238
6,low_diversity,1,512,id,3,XOR,72,0.5833333333333334,0.5913312693498453
6,low_diversity,1,512,id,3,XOR3,69,0.4782608695652174,0.4978448275862069
6,low_diversity,1,512,id,3,XOR4,77,0.5454545454545454,0.5435222672064777
6,low_diversity,1,512,ood,5,AND,84,0.5833333333333334,0.6183178902352102
6,low_diversity,1,512,ood,5,AND3,88,0.7386363636363636,0.48011599005799505
6,low_diversity,1,512,ood,5,AND4,72,0.7361111111111112,0.5989010989010989
6,low_diversity,1,512,ood,5,ATLEAST2_4,63,0.6507936507936508,0.5315964523281597
6,low_diversity,1,512,ood,5,EXACT1_3,62,0.5806451612903226,0.5854700854700855
6,low_diversity,1,512,ood,5,ITE3,79,0.6582278481012658,0.6404761904761904
6,low_diversity,1,512,ood,5,MAJ3,62,0.532258064516129,0.5821621621621622
6,low_diversity,1,512,ood,5,NOT,63,0.49206349206349204,0.485383064516129
6,low_diversity,1,512,ood,5,OR,71,0.6619718309859155,0.5020242914979757
6,low_diversity,1,512,ood,5,OR3,60,0.8833333333333333,0.6682692307692308
6,low_diversity,1,512,ood,5,OR4,76,0.8947368421052632,0.6647887323943662
6,low_diversity,1,512,ood,5,XOR,76,0.47368421052631576,0.4875
6,low_diversity,1,512,ood,5,XOR3,62,0.41935483870967744,0.4306878306878307
6,low_diversity,1,512,ood,5,XOR4,82,0.4878048780487805,0.4770423375074538
6,low_diversity,2,512,id,3,AND,78,0.7307692307692307,0.65
6,low_diversity,2,512,id,3,AND3,74,0.8108108108108109,0.5547619047619048
6,low_diversity,2,512,id,3,AND4,69,0.9130434782608695,0.4772727272727273
6,low_diversity,2,512,id,3,ATLEAST2_4,81,0.6049382716049383,0.5142543859649122
6,low_diversity,2,512,id,3,EXACT1_3,69,0.5362318840579711,0.455
6,low_diversity,2,512,id,3,ITE3,82,0.6341463414634146,0.6369047619047619
6,low_diversity,2,512,id,3,MAJ3,74,0.5405405405405406,0.5287878787878788
6,low_diversity,2,512,id,3,NOT,52,0.4807692307692308,0.4807692307692308
6,low_diversity,2,512,id,3,OR,61,0.6885245901639344,0.5634146341463415
6,low_diversity,2,512,id,3,OR3,66,0.8787878787878788,0.6023391812865497
6,low_diversity,2,512,id,3,OR4,76,0.9473684210526315,0.819047619047619
6,low_diversity,2,512,id,3,XOR,72,0.625,0.6308049535603715
6,low_diversity,2,512,id,3,XOR3,69,0.4927536231884058,0.5150862068965517
6,low_diversity,2,512,id,3,XOR4,77,0.5064935064935064,0.5077597840755735
6,low_diversity,2,512,ood,5,AND,84,0.7142857142857143,0.6813970064148254
6,low_diversity,2,512,ood,5,AND3,88,0.7386363636363636,0.6143330571665286
6,low_diversity,2,512,ood,5,AND4,72,0.8333333333333334,0.7164835164835165
6,low_diversity,2,512,ood,5,ATLEAST2_4,63,0.7142857142857143,0.6541019955654102
6,low_diversity,2,512,ood,5,EXACT1_3,62,0.532258064516129,0.5544871794871795
6,low_diversity,2,512,ood,5,ITE3,79,0.5316455696202531,0.5448979591836735
6,low_diversity,2,512,ood,5,MAJ3,62,0.5806451612903226,0.5513513513513514
6,low_diversity,2,512,ood,5,NOT,63,0.4126984126984127,0.407258064516129
6,low_diversity,2,512,ood,5,OR,71,0.704225352112676,0.4974696356275303
6,low_diversity,2,512,ood,5,OR3,60,0.8666666666666667,0.5528846153846154
6,low_diversity,2,512,ood,5,OR4,76,0.9342105263157895,0.5
6,low_diversity,2,512,ood,5,XOR,76,0.4868421052631579,0.49583333333333335
6,low_diversity,2,512,ood,5,XOR3,62,0.5,0.4978835978835978
6,low_diversity,2,512,ood,5,XOR4,82,0.5365853658536586,0.5354800238521169
6,higher_diversity,0,12000,id,3,AND,78,0.8076923076923077,0.7194444444444444
6,higher_diversity,0,12000,id,3,AND3,74,0.8243243243243243,0.7
6,higher_diversity,0,12000,id,3,AND4,69,0.9710144927536232,0.9848484848484849
6,higher_diversity,0,12000,id,3,ATLEAST2_4,81,0.7037037037037037,0.680921052631579
6,higher_diversity,0,12000,id,3,EXACT1_3,69,0.5797101449275363,0.5409090909090909
6,higher_diversity,0,12000,id,3,ITE3,82,0.5609756097560976,0.5601190476190476
6,higher_diversity,0,12000,id,3,MAJ3,74,0.6621621621621622,0.6787878787878788
6,higher_diversity,0,12000,id,3,NOT,52,0.7884615384615384,0.7884615384615385
6,higher_diversity,0,12000,id,3,OR,61,0.9180327868852459,0.926219512195122
6,higher_diversity,0,12000,id,3,OR3,66,0.8939393939393939,0.7982456140350878
6,higher_diversity,0,12000,id,3,OR4,76,0.9210526315789473,0.7285714285714286
6,higher_diversity,0,12000,id,3,XOR,72,0.6805555555555556,0.6772445820433437
6,higher_diversity,0,12000,id,3,XOR3,69,0.5942028985507246,0.6073275862068965
6,higher_diversity,0,12000,id,3,XOR4,77,0.6623376623376623,0.6629554655870445
6,higher_diversity,0,12000,ood,5,AND,84,0.6666666666666666,0.5944404846756949
6,higher_diversity,0,12000,ood,5,AND3,88,0.7613636363636364,0.5613090306545153
6,higher_diversity,0,12000,ood,5,AND4,72,0.8055555555555556,0.5736263736263736
6,higher_diversity,0,12000,ood,5,ATLEAST2_4,63,0.7936507936507936,0.7466740576496674
6,higher_diversity,0,12000,ood,5,EXACT1_3,62,0.5806451612903226,0.5641025641025641
6,higher_diversity,0,12000,ood,5,ITE3,79,0.5316455696202531,0.49965986394557826
6,higher_diversity,0,12000,ood,5,MAJ3,62,0.5161290322580645,0.5297297297297298
6,higher_diversity,0,12000,ood,5,NOT,63,0.5873015873015873,0.5866935483870968
6,higher_diversity,0,12000,ood,5,OR,71,0.7746478873239436,0.645748987854251
6,higher_diversity,0,12000,ood,5,OR3,60,0.9,0.7836538461538461
6,higher_diversity,0,12000,ood,5,OR4,76,0.881578947368421,0.47183098591549294
6,higher_diversity,0,12000,ood,5,XOR,76,0.5,0.5055555555555555
6,higher_diversity,0,12000,ood,5,XOR3,62,0.4838709677419355,0.48783068783068784
6,higher_diversity,0,12000,ood,5,XOR4,82,0.5,0.4994036970781157
6,higher_diversity,1,12000,id,3,AND,78,0.8461538461538461,0.7638888888888888
6,higher_diversity,1,12000,id,3,AND3,74,0.8243243243243243,0.6178571428571429
6,higher_diversity,1,12000,id,3,AND4,69,0.927536231884058,0.6439393939393939
6,higher_diversity,1,12000,id,3,ATLEAST2_4,81,0.7530864197530864,0.7401315789473684
6,higher_diversity,1,12000,id,3,EXACT1_3,69,0.6376811594202898,0.6036363636363636
6,higher_diversity,1,12000,id,3,ITE3,82,0.6463414634146342,0.6470238095238096
6,higher_diversity,1,12000,id,3,MAJ3,74,0.6891891891891891,0.6803030303030303
6,higher_diversity,1,12000,id,3,NOT,52,0.7307692307692307,0.7307692307692308
6,higher_diversity,1,12000,id,3,OR,61,0.8852459016393442,0.901829268292683
6,higher_diversity,1,12000,id,3,OR3,66,0.8636363636363636,0.7339181286549707
6,higher_diversity,1,12000,id,3,OR4,76,0.9473684210526315,0.7428571428571429
6,higher_diversity,1,12000,id,3,XOR,72,0.6527777777777778,0.6540247678018576
6,higher_diversity,1,12000,id,3,XOR3,69,0.5652173913043478,0.5633620689655172
6,higher_diversity,1,12000,id,3,XOR4,77,0.5454545454545454,0.546221322537112
6,higher_diversity,1,12000,ood,5,AND,84,0.7023809523809523,0.6325730577334283
6,higher_diversity,1,12000,ood,5,AND3,88,0.8068181818181818,0.5447390223695112
6,higher_diversity,1,12000,ood,5,AND4,72,0.875,0.5483516483516484
6,higher_diversity,1,12000,ood,5,ATLEAST2_4,63,0.6666666666666666,0.6385809312638581
6,higher_diversity,1,12000,ood,5,EXACT1_3,62,0.46774193548387094,0.44017094017094016
6,higher_diversity,1,12000,ood,5,ITE3,79,0.6455696202531646,0.6238095238095238
6,higher_diversity,1,12000,ood,5,MAJ3,62,0.5645161290322581,0.5508108108108107
6,higher_diversity,1,12000,ood,5,NOT,63,0.7142857142857143,0.7142137096774194
6,higher_diversity,1,12000,ood,5,OR,71,0.676056338028169,0.5951417004048583
6,higher_diversity,1,12000,ood,5,OR3,60,0.9166666666666666,0.8461538461538461
6,higher_diversity,1,12000,ood,5,OR4,76,0.8289473684210527,0.44366197183098594
6,higher_diversity,1,12000,ood,5,XOR,76,0.5131578947368421,0.5027777777777778
6,higher_diversity,1,12000,ood,5,XOR3,62,0.5,0.48518518518518516
6,higher_diversity,1,12000,ood,5,XOR4,82,0.5,0.5065593321407276
6,higher_diversity,2,12000,id,3,AND,78,0.7692307692307693,0.6166666666666667
6,higher_diversity,2,12000,id,3,AND3,74,0.7972972972972973,0.655952380952381
6,higher_diversity,2,12000,id,3,AND4,69,0.9420289855072463,0.8106060606060606
6,higher_diversity,2,12000,id,3,ATLEAST2_4,81,0.7283950617283951,0.7587719298245614
6,higher_diversity,2,12000,id,3,EXACT1_3,69,0.5362318840579711,0.5154545454545455
6,higher_diversity,2,12000,id,3,ITE3,82,0.5975609756097561,0.5970238095238095
6,higher_diversity,2,12000,id,3,MAJ3,74,0.6621621621621622,0.6522727272727273
6,higher_diversity,2,12000,id,3,NOT,52,0.8076923076923077,0.8076923076923077
6,higher_diversity,2,12000,id,3,OR,61,0.9016393442622951,0.8884146341463415
6,higher_diversity,2,12000,id,3,OR3,66,0.9242424242424242,0.9093567251461988
6,higher_diversity,2,12000,id,3,OR4,76,0.9078947368421053,0.7214285714285714
6,higher_diversity,2,12000,id,3,XOR,72,0.6944444444444444,0.6904024767801857
6,higher_diversity,2,12000,id,3,XOR3,69,0.4492753623188406,0.4538793103448276
6,higher_diversity,2,12000,id,3,XOR4,77,0.5064935064935064,0.5060728744939271
6,higher_diversity,2,12000,ood,5,AND,84,0.6666666666666666,0.5944404846756949
6,higher_diversity,2,12000,ood,5,AND3,88,0.75,0.531897265948633
6,higher_diversity,2,12000,ood,5,AND4,72,0.8888888888888888,0.5560439560439561
6,higher_diversity,2,12000,ood,5,ATLEAST2_4,63,0.5714285714285714,0.6075388026607539
6,higher_diversity,2,12000,ood,5,EXACT1_3,62,0.5645161290322581,0.5555555555555556
6,higher_diversity,2,12000,ood,5,ITE3,79,0.6075949367088608,0.5738095238095238
6,higher_diversity,2,12000,ood,5,MAJ3,62,0.5645161290322581,0.5572972972972974
6,higher_diversity,2,12000,ood,5,NOT,63,0.6507936507936508,0.6507056451612903
6,higher_diversity,2,12000,ood,5,OR,71,0.704225352112676,0.6644736842105263
6,higher_diversity,2,12000,ood,5,OR3,60,0.85,0.8076923076923077
6,higher_diversity,2,12000,ood,5,OR4,76,0.8552631578947368,0.7366197183098591
6,higher_diversity,2,12000,ood,5,XOR,76,0.6052631578947368,0.6125
6,higher_diversity,2,12000,ood,5,XOR3,62,0.532258064516129,0.5095238095238095
6,higher_diversity,2,12000,ood,5,XOR4,82,0.45121951219512196,0.4576624925462135
